property_id,user_id,floorplan_id,floor_name,room_name,is_segment,dimensions_imperial,dimensions_metric,room_id,no_of_door,no_of_window,no_of_room_points,min_x_pixels,min_y_pixels,max_x_pixels,max_y_pixels,max_area_metric,max_area_imperial,max_area_pixels,actual_area_pixels,pixel_ratio,scale_metric,scale_imperial,calculated_sq_area_metric,calculated_floor_total_sq_area_metric,calculated_area_imperial,calculated_floor_total_sq_area_imperial,created_at
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,ground_floor,WC (AI),not segment,,,10.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,162.45999999999998,0.0,1749.6700000000003,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,ground_floor,Office,segment,"12'10"" x 10'6""",3.91m x 3.20m,1.0,2.0,1.0,15.0,536.0,37.0,757.0,300.0,12.512,134.75,58123.0,48591.0,0.8360029592416083,0.0002152676221117,0.0023183593413966,10.46,162.45999999999998,112.65,1749.6700000000003,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,ground_floor,Dining Room,segment,"12'5"" x 12'10""",3.78m x 3.90m,2.0,1.0,2.0,6.0,265.0,39.0,525.0,299.0,14.742,159.34722222222223,67600.0,65410.5,0.967610946745562,0.0002180769230769,0.0023572074293228,14.26,162.45999999999998,154.19,1749.6700000000003,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,ground_floor,Study,segment,"12'10"" x 7'10""",3.92m x 2.40m,3.0,1.0,1.0,8.0,265.0,309.0,525.0,470.0,9.408,100.5277777777778,41860.0,40647.0,0.9710224558050644,0.0002247491638795,0.0024015235971757,9.14,162.45999999999998,97.61,1749.6700000000003,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,ground_floor,Drawing Room,segment,"26'8"" x 12'10""",8.12m x 3.91m,4.0,2.0,2.0,10.0,265.0,480.0,546.0,1023.0,31.7492,342.22222222222223,152583.0,139583.0,0.9148004692528,0.0002080782262768,0.002242859441892,29.04,162.45999999999998,313.07,1749.6700000000003,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,ground_floor,Conservatory,segment,"23'0"" x 9'9""",7.01m x 2.97m,5.0,2.0,7.0,15.0,33.0,512.0,243.0,1003.0,20.8197,224.25,103110.0,93107.5,0.9029919503442924,0.0002019173697992,0.0021748617980797,18.8,162.45999999999998,202.5,1749.6700000000003,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,ground_floor,Kitchen/Breakfast Room,segment,"16'11"" x 10'9""",5.16m x 3.28m,6.0,3.0,1.0,6.0,536.0,676.0,758.0,1022.0,16.9248,181.85416666666669,76812.0,74415.0,0.9687939384471176,0.0002203405717856,0.0023675228696905,16.4,162.45999999999998,176.18,1749.6700000000003,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,ground_floor,Utility,segment,"21'0"" x 6'5""",6.39m x 1.96m,7.0,2.0,1.0,13.0,298.0,1041.0,726.0,1223.0,12.5244,134.75,77896.0,57762.5,0.7415335832391907,0.0001607836089144,0.001729870596693,9.29,162.45999999999998,99.92,1749.6700000000003,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,ground_floor,Garage,segment,"23'4"" x 16'6""",7.11m x 5.03m,8.0,0.0,1.0,16.0,52.0,1138.0,561.0,1649.0,35.7633,385.0,260099.0,154614.0,0.5944428852090935,0.0001374987985344,0.0014802056140162,21.26,162.45999999999998,228.86,1749.6700000000003,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,ground_floor,Kitchen / Breakfast Room,segment,,,9.0,7.0,0.0,11.0,537.0,227.0,757.0,667.0,,,96800.0,59922.5,0.6190340909090909,0.0,0.0,0.0,162.45999999999998,0.0,1749.6700000000003,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,ground_floor,Bathroom (AI),segment,,,11.0,1.0,1.0,7.0,626.0,307.0,758.0,424.0,,,15444.0,13913.0,0.9008676508676507,0.0,0.0,0.0,162.45999999999998,0.0,1749.6700000000003,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,ground_floor,IN (AI),segment,,,12.0,2.0,1.0,5.0,777.0,579.0,846.0,683.0,,,7176.0,6737.0,0.938823857302118,0.0,0.0,0.0,162.45999999999998,0.0,1749.6700000000003,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,first_floor,Bedroom 1,segment,"15'7"" x 14'2""",4.75m x 4.31m,1.0,2.0,1.0,6.0,45.0,44.0,332.0,357.0,20.4725,220.76388888888889,89831.0,89079.0,0.9916287250503724,0.0002279001680934,0.0024575468255823,20.3,98.49,218.92,1062.06,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,first_floor,Bedroom 3,segment,"12'3"" x 9'9""",3.73m x 2.96m,2.0,1.0,1.0,5.0,45.0,370.0,241.0,620.0,11.0408,119.4375,49000.0,48415.0,0.988061224489796,0.0002253224489795,0.0024375,10.91,98.49,118.01,1062.06,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,first_floor,Bedroom 4,segment,"10'6"" x 9'6""",3.21m x 2.90m,3.0,1.0,0.0,4.0,45.0,631.0,241.0,840.0,9.309,99.75,40964.0,40762.0,0.9950688409335026,0.0002272483155941,0.0024350649350649,9.26,98.49,99.26,1062.06,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,first_floor,Bedroom 2,segment,"15'2"" x 10'5""",4.63m x 3.18m,4.0,1.0,1.0,7.0,323.0,710.0,536.0,1022.0,14.7234,157.9861111111111,66456.0,55724.5,0.838517214397496,0.0002215511014806,0.0023773039471396,12.35,98.49,132.47,1062.06,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,first_floor,Bedroom 5,segment,"16'1"" x 8'4""",4.89m x 2.54m,5.0,1.0,0.0,5.0,45.0,852.0,372.0,1021.0,12.4206,134.02777777777777,55263.0,54931.0,0.993992363787706,0.000224754356441,0.0024252714796116,12.35,98.49,133.22,1062.06,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,first_floor,Bathroom (AI),segment,,,6.0,1.0,1.0,6.0,343.0,44.0,536.0,241.0,,,38021.0,37280.0,0.9805107703637465,0.0,0.0,0.0,98.49,0.0,1062.06,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,first_floor,Bathroom (AI),segment,,,7.0,1.0,0.0,6.0,343.0,250.0,536.0,422.0,,,33196.0,32669.0,0.984124593324497,0.0,0.0,0.0,98.49,0.0,1062.06,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,95468f6b16ab24c20153b76b38f22adcd111d90e86b5ad8f1c6858b44fb01f4b,first_floor,Dressing Room (AI),segment,,,8.0,6.0,0.0,15.0,253.0,369.0,536.0,840.0,,,133293.0,73298.5,0.5499050962916282,0.0,0.0,0.0,98.49,0.0,1062.06,2025-04-04T22:07:04.120130+00:00
samiprop1234,sami1234,ec4395a429b5726e8c6d93d3e28d95d2ae58b7962e0c3e8cd8017ac11ab220ea,unknown_0,KITCHEN / RECEPTION ROOM,segment,,,1.0,1.0,3.0,9.0,106.0,95.0,1267.0,955.0,,,998460.0,821556.0,0.822823147647377,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:46.199304+00:00
samiprop1234,sami1234,ec4395a429b5726e8c6d93d3e28d95d2ae58b7962e0c3e8cd8017ac11ab220ea,unknown_1,BEDROOM,segment,,,2.0,1.0,1.0,5.0,107.0,795.0,684.0,1634.0,,,484103.0,480268.5,0.9920791649710908,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:46.199304+00:00
samiprop1234,sami1234,ec4395a429b5726e8c6d93d3e28d95d2ae58b7962e0c3e8cd8017ac11ab220ea,unknown_2,Bathroom (AI),segment,,,3.0,1.0,0.0,10.0,1031.0,794.0,1374.0,1528.0,,,251762.0,236152.0,0.9379969971639882,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:46.199304+00:00
samiprop1234,sami1234,ec4395a429b5726e8c6d93d3e28d95d2ae58b7962e0c3e8cd8017ac11ab220ea,unknown_3,Hallway (AI),segment,,,4.0,5.0,0.0,8.0,105.0,986.0,993.0,1955.0,,,860472.0,437498.0,0.5084395541051888,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:46.199304+00:00
samiprop1234,sami1234,ec4395a429b5726e8c6d93d3e28d95d2ae58b7962e0c3e8cd8017ac11ab220ea,unknown_4,Bathroom (AI),segment,,,5.0,1.0,1.0,10.0,1029.0,1560.0,1379.0,1952.0,,,137200.0,121385.0,0.8847303206997085,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:46.199304+00:00
rightmove2345,supersami54567,key,ground_floor,Office,segment,"12'10"" x 10'6""",3.91m x 3.20m,1.0,2.0,1.0,15.0,536.0,37.0,757.0,300.0,12.512,134.75,58123.0,48591.0,0.8360029592416083,0.0002152676221117,0.0023183593413966,10.46,162.45999999999998,112.65,1749.6700000000003,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,ground_floor,Dining Room,segment,"12'5"" x 12'10""",3.78m x 3.90m,2.0,1.0,2.0,6.0,265.0,39.0,525.0,299.0,14.742,159.34722222222223,67600.0,65410.5,0.967610946745562,0.0002180769230769,0.0023572074293228,14.26,164.57999999999998,154.19,1779.0000000000002,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,ground_floor,Study,segment,"12'10"" x 7'10""",3.92m x 2.40m,3.0,1.0,1.0,8.0,265.0,309.0,525.0,470.0,9.408,100.5277777777778,41860.0,40647.0,0.9710224558050644,0.0002247491638795,0.0024015235971757,9.14,169.61999999999998,97.61,1812.43,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,ground_floor,Drawing Room,segment,"26'8"" x 12'10""",8.12m x 3.91m,4.0,2.0,2.0,10.0,265.0,480.0,546.0,1023.0,31.7492,342.22222222222223,152583.0,139583.0,0.9148004692528,0.0002080782262768,0.002242859441892,29.04,157.01999999999998,313.07,1692.7,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,ground_floor,Conservatory,segment,"23'0"" x 9'9""",7.01m x 2.97m,5.0,2.0,7.0,15.0,33.0,512.0,243.0,1003.0,20.8197,224.25,103110.0,93107.5,0.9029919503442924,0.0002019173697992,0.0021748617980797,18.8,152.39,202.5,1641.37,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,ground_floor,Kitchen/Breakfast Room,segment,"16'11"" x 10'9""",5.16m x 3.28m,6.0,3.0,1.0,6.0,536.0,676.0,758.0,1022.0,16.9248,181.85416666666669,76812.0,74415.0,0.9687939384471176,0.0002203405717856,0.0023675228696905,16.4,166.30999999999997,176.18,1786.7700000000002,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,ground_floor,Utility,segment,"21'0"" x 6'5""",6.39m x 1.96m,7.0,2.0,1.0,13.0,298.0,1041.0,726.0,1223.0,12.5244,134.75,77896.0,57762.5,0.7415335832391907,0.0001607836089144,0.001729870596693,9.29,121.34,99.92,1305.5300000000002,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,ground_floor,Garage,segment,"23'4"" x 16'6""",7.11m x 5.03m,8.0,0.0,1.0,16.0,52.0,1138.0,561.0,1649.0,35.7633,385.0,260099.0,154614.0,0.5944428852090935,0.0001374987985344,0.0014802056140162,21.26,103.76,228.86,1117.11,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,ground_floor,Office,segment,,,9.0,7.0,0.0,11.0,537.0,227.0,757.0,667.0,,,96800.0,59922.5,0.6190340909090909,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,ground_floor,Bathroom (AI),not segment,,,10.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,ground_floor,Stairs (AI),not segment,,,11.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,ground_floor,Bathroom (AI),segment,,,12.0,1.0,1.0,7.0,626.0,307.0,758.0,424.0,,,15444.0,13913.0,0.9008676508676507,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,ground_floor,IN (AI),segment,,,13.0,2.0,1.0,5.0,777.0,579.0,846.0,683.0,,,7176.0,6737.0,0.938823857302118,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,ground_floor,stairs,object,,,,,,4.0,692.0,432.0,756.0,521.0,,,5696.0,5576.0,0.9789325842696628,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,first_floor,Bedroom 1,segment,"15'7"" x 14'2""",4.75m x 4.31m,1.0,2.0,1.0,6.0,45.0,44.0,332.0,357.0,20.4725,220.76388888888889,89831.0,89079.0,0.9916287250503724,0.0002279001680934,0.0024575468255823,20.3,98.49,218.92,1062.06,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,first_floor,Bedroom 3,segment,"12'3"" x 9'9""",3.73m x 2.96m,2.0,1.0,1.0,5.0,45.0,370.0,241.0,620.0,11.0408,119.4375,49000.0,48415.0,0.988061224489796,0.0002253224489795,0.0024375,10.91,97.38,118.01,1053.39,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,first_floor,Bedroom 4,segment,"10'6"" x 9'6""",3.21m x 2.90m,3.0,1.0,0.0,4.0,45.0,631.0,241.0,840.0,9.309,99.75,40964.0,40762.0,0.9950688409335026,0.0002272483155941,0.0024350649350649,9.26,98.19,99.26,1052.33,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,first_floor,Bedroom 2,segment,"15'2"" x 10'5""",4.63m x 3.18m,4.0,1.0,1.0,7.0,323.0,710.0,536.0,1022.0,14.7234,157.9861111111111,66456.0,55724.5,0.838517214397496,0.0002215511014806,0.0023773039471396,12.35,95.76,132.47,1027.37,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,first_floor,Bedroom 5,segment,"16'1"" x 8'4""",4.89m x 2.54m,5.0,1.0,0.0,5.0,45.0,852.0,372.0,1021.0,12.4206,134.02777777777777,55263.0,54931.0,0.993992363787706,0.000224754356441,0.0024252714796116,12.35,97.12,133.22,1048.1,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,first_floor,Bathroom (AI),segment,,,6.0,1.0,1.0,6.0,343.0,44.0,536.0,241.0,,,38021.0,37280.0,0.9805107703637465,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,first_floor,Bathroom (AI),segment,,,7.0,1.0,0.0,6.0,343.0,250.0,536.0,422.0,,,33196.0,32669.0,0.984124593324497,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,first_floor,Hallway (AI),segment,,,8.0,6.0,0.0,15.0,253.0,369.0,536.0,840.0,,,133293.0,73298.5,0.5499050962916282,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,first_floor,stairs,object,,,,,,4.0,366.0,432.0,533.0,492.0,,,10020.0,10020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,first_floor,stairs,object,,,,,,4.0,478.0,433.0,538.0,560.0,,,7620.0,7493.0,0.9833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:04.120130+00:00
rightmove2345,supersami54567,key,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04T22:07:04.120130+00:00
samiprop1234,sami1234,key,ground_floor,KITCHEN / RECEPTION ROOM,segment,,,1.0,1.0,3.0,9.0,106.0,95.0,1267.0,955.0,,,998460.0,821556.0,0.822823147647377,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:46.199304+00:00
samiprop1234,sami1234,key,ground_floor,BEDROOM,segment,,,2.0,1.0,1.0,5.0,107.0,795.0,684.0,1634.0,,,484103.0,480268.5,0.9920791649710908,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:46.199304+00:00
samiprop1234,sami1234,key,ground_floor,Bathroom (AI),segment,,,3.0,1.0,0.0,10.0,1031.0,794.0,1374.0,1528.0,,,251762.0,236152.0,0.9379969971639882,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:46.199304+00:00
samiprop1234,sami1234,key,ground_floor,Hallway (AI),segment,,,4.0,5.0,0.0,8.0,105.0,986.0,993.0,1955.0,,,860472.0,437498.0,0.5084395541051888,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:46.199304+00:00
samiprop1234,sami1234,key,ground_floor,Bathroom (AI),segment,,,5.0,1.0,1.0,10.0,1029.0,1560.0,1379.0,1952.0,,,137200.0,121385.0,0.8847303206997085,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:07:46.199304+00:00
samiprop1234,sami1234,key,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04T22:07:46.199304+00:00
rightmove234,supersami5456,key,ground_floor,Office,segment,"12'10"" x 10'6""",3.91m x 3.20m,1.0,2.0,1.0,15.0,536.0,37.0,757.0,300.0,12.512,134.75,58123.0,48591.0,0.8360029592416083,0.0002152676221117,0.0023183593413966,10.46,162.45999999999998,112.65,1749.6700000000003,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,ground_floor,Dining Room,segment,"12'5"" x 12'10""",3.78m x 3.90m,2.0,1.0,2.0,6.0,265.0,39.0,525.0,299.0,14.742,159.34722222222223,67600.0,65410.5,0.967610946745562,0.0002180769230769,0.0023572074293228,14.26,164.57999999999998,154.19,1779.0000000000002,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,ground_floor,Study,segment,"12'10"" x 7'10""",3.92m x 2.40m,3.0,1.0,1.0,8.0,265.0,309.0,525.0,470.0,9.408,100.5277777777778,41860.0,40647.0,0.9710224558050644,0.0002247491638795,0.0024015235971757,9.14,169.61999999999998,97.61,1812.43,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,ground_floor,Drawing Room,segment,"26'8"" x 12'10""",8.12m x 3.91m,4.0,2.0,2.0,10.0,265.0,480.0,546.0,1023.0,31.7492,342.22222222222223,152583.0,139583.0,0.9148004692528,0.0002080782262768,0.002242859441892,29.04,157.01999999999998,313.07,1692.7,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,ground_floor,Conservatory,segment,"23'0"" x 9'9""",7.01m x 2.97m,5.0,2.0,7.0,15.0,33.0,512.0,243.0,1003.0,20.8197,224.25,103110.0,93107.5,0.9029919503442924,0.0002019173697992,0.0021748617980797,18.8,152.39,202.5,1641.37,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,ground_floor,Kitchen/Breakfast Room,segment,"16'11"" x 10'9""",5.16m x 3.28m,6.0,3.0,1.0,6.0,536.0,676.0,758.0,1022.0,16.9248,181.85416666666669,76812.0,74415.0,0.9687939384471176,0.0002203405717856,0.0023675228696905,16.4,166.30999999999997,176.18,1786.7700000000002,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,ground_floor,Utility,segment,"21'0"" x 6'5""",6.39m x 1.96m,7.0,2.0,1.0,13.0,298.0,1041.0,726.0,1223.0,12.5244,134.75,77896.0,57762.5,0.7415335832391907,0.0001607836089144,0.001729870596693,9.29,121.34,99.92,1305.5300000000002,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,ground_floor,Garage,segment,"23'4"" x 16'6""",7.11m x 5.03m,8.0,0.0,1.0,16.0,52.0,1138.0,561.0,1649.0,35.7633,385.0,260099.0,154614.0,0.5944428852090935,0.0001374987985344,0.0014802056140162,21.26,103.76,228.86,1117.11,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,ground_floor,Kitchen / Breakfast Room,segment,,,9.0,7.0,0.0,11.0,537.0,227.0,757.0,667.0,,,96800.0,59922.5,0.6190340909090909,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,ground_floor,WC (AI),not segment,,,10.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,ground_floor,Bathroom (AI),segment,,,11.0,1.0,1.0,7.0,626.0,307.0,758.0,424.0,,,15444.0,13913.0,0.9008676508676507,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,ground_floor,IN (AI),segment,,,12.0,2.0,1.0,5.0,777.0,579.0,846.0,683.0,,,7176.0,6737.0,0.938823857302118,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,ground_floor,stairs,object,,,,,,4.0,692.0,432.0,756.0,521.0,,,5696.0,5576.0,0.9789325842696628,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,first_floor,Bathroom (AI),segment,,,6.0,1.0,1.0,6.0,343.0,44.0,536.0,241.0,,,38021.0,37280.0,0.9805107703637465,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,first_floor,Bathroom (AI),segment,,,7.0,1.0,0.0,6.0,343.0,250.0,536.0,422.0,,,33196.0,32669.0,0.984124593324497,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,first_floor,Hallway (AI),segment,,,8.0,6.0,0.0,15.0,253.0,369.0,536.0,840.0,,,133293.0,73298.5,0.5499050962916282,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,first_floor,Stairs (AI),not segment,,,9.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,first_floor,stairs,object,,,,,,4.0,366.0,432.0,533.0,492.0,,,10020.0,10020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,first_floor,stairs,object,,,,,,4.0,478.0,433.0,538.0,560.0,,,7620.0,7493.0,0.9833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:09:15.220751+00:00
rightmove234,supersami5456,key,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04T22:09:15.220751+00:00
3,2347033588400,key,ground_floor,Kitchen/Dining Room,segment,"21'11"" x 20'11""",6.68m x 6.38m,1.0,3.0,1.0,11.0,43.0,73.0,628.0,664.0,42.6184,458.4236111111112,345735.0,264192.5,0.7641473961270916,0.0001232689776852,0.0013259392630515,32.57,63.56,350.3,683.6399999999999,2025-04-04T22:10:56.577123+00:00
3,2347033588400,key,ground_floor,Utility,segment,"7'10"" x 7'2""",2.39m x 2.18m,2.0,3.0,0.0,9.0,421.0,300.0,628.0,490.0,5.2102,56.138888888888886,39330.0,34979.0,0.8893719806763285,0.0001324739384693,0.0014273808514845,4.63,68.30000000000001,49.93,735.93,2025-04-04T22:10:56.577123+00:00
3,2347033588400,key,ground_floor,Living Room,segment,"15'11"" x 12'7""",4.85m x 3.84m,3.0,2.0,1.0,8.0,44.0,678.0,442.0,1015.0,18.624,200.28472222222223,134126.0,132048.0,0.984507105259234,0.0001388545099384,0.0014932579978693,18.34,71.6,197.18,769.9000000000001,2025-04-04T22:10:56.577123+00:00
3,2347033588400,key,ground_floor,Utility,segment,,,5.0,1.0,0.0,4.0,448.0,679.0,476.0,730.0,,,1428.0,1364.0,0.9551820728291316,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:10:56.577123+00:00
3,2347033588400,key,ground_floor,Unknown (AI),segment,,,6.0,4.0,1.0,11.0,457.0,744.0,628.0,1095.0,,,60021.0,34628.5,0.5769397377584512,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:10:56.577123+00:00
3,2347033588400,key,ground_floor,Utility,segment,,,7.0,2.0,0.0,4.0,558.0,744.0,628.0,839.0,,,6650.0,6602.5,0.9928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:10:56.577123+00:00
3,2347033588400,key,ground_floor,Living Room (AI),segment,,,8.0,1.0,1.0,11.0,363.0,1032.0,573.0,1115.0,,,17430.0,13557.0,0.7777969018932874,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:10:56.577123+00:00
3,2347033588400,key,ground_floor,stairs,object,,,,,,4.0,558.0,840.0,631.0,938.0,,,7154.0,7020.5,0.9813391109868606,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-04T22:10:56.577123+00:00
3,2347033588400,key,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04T22:10:56.577123+00:00
3,2347033588400,key,outbuilding,Office,segment,"10'9"" x 9'2""",3.28m x 2.79m,1.0,1.0,2.0,14.0,47.0,45.0,290.0,410.0,9.1512,98.54166666666666,88695.0,73080.5,0.8239528722024917,0.000103176052765,0.0011110171561718,7.54,,81.19,,2025-04-04T22:10:56.577123+00:00
3,2347033588400,key,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-04T22:10:56.577123+00:00
3,2347033588400,key,first_floor,Bedroom 4,segment,"9'0"" x 7'5""",2.74m x 2.26m,1.0,1.0,1.0,5.0,282.0,47.0,471.0,285.0,6.1924,66.75,44982.0,44356.0,0.986083322217776,0.0001376639544706,0.0014839269040949,6.11,39.41,65.82,424.8500000000001,2025-04-04T22:10:56.577123+00:00
