property_id,user_id,floorplan_id,floor_name,room_name,is_segment,dimensions_imperial,dimensions_metric,room_id,no_of_door,no_of_window,no_of_room_points,min_x_pixels,min_y_pixels,max_x_pixels,max_y_pixels,max_area_metric,max_area_imperial,max_area_pixels,actual_area_pixels,pixel_ratio,scale_metric,scale_imperial,calculated_sq_area_metric,calculated_floor_total_sq_area_metric,calculated_area_imperial,calculated_floor_total_sq_area_imperial,created_at
17,8,a3d0eea98c7290ab676294af20d7d3f5c78abd7a6fc5e20d5df110f1ac239869,first_floor,Bathroom (AI),segment,,,5.0,2.0,1.0,7.0,51.0,50.0,282.0,186.0,,,31416.0,29880.0,0.9511077158135982,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:33:03.101113+00:00
17,8,a3d0eea98c7290ab676294af20d7d3f5c78abd7a6fc5e20d5df110f1ac239869,first_floor,Bathroom (AI),segment,,,6.0,1.0,2.0,6.0,296.0,50.0,497.0,186.0,,,27336.0,26967.5,0.9865196078431372,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:33:03.101113+00:00
17,8,a3d0eea98c7290ab676294af20d7d3f5c78abd7a6fc5e20d5df110f1ac239869,first_floor,Stairs (AI),segment,,,7.0,5.0,0.0,9.0,296.0,200.0,497.0,485.0,,,57285.0,36952.5,0.6450641529196125,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:33:03.101113+00:00
17,8,a3d0eea98c7290ab676294af20d7d3f5c78abd7a6fc5e20d5df110f1ac239869,first_floor,Storage Room (AI),segment,,,8.0,0.0,0.0,4.0,653.0,340.0,744.0,392.0,,,4732.0,4202.0,0.8879966187658496,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:33:03.101113+00:00
17,8,a3d0eea98c7290ab676294af20d7d3f5c78abd7a6fc5e20d5df110f1ac239869,first_floor,Closet (AI),segment,,,9.0,0.0,0.0,5.0,472.0,349.0,524.0,393.0,,,2288.0,2139.5,0.935096153846154,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:33:03.101113+00:00
17,8,a3d0eea98c7290ab676294af20d7d3f5c78abd7a6fc5e20d5df110f1ac239869,first_floor,Master Bathroom (AI),segment,,,10.0,1.0,0.0,5.0,539.0,350.0,638.0,399.0,,,4851.0,4705.0,0.9699031127602556,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:33:03.101113+00:00
17,8,a3d0eea98c7290ab676294af20d7d3f5c78abd7a6fc5e20d5df110f1ac239869,first_floor,stairs,object,,,,,,4.0,297.0,282.0,373.0,484.0,,,15352.0,15251.0,0.993421052631579,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:33:03.101113+00:00
17,8,a3d0eea98c7290ab676294af20d7d3f5c78abd7a6fc5e20d5df110f1ac239869,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-07T11:33:03.101113+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,ground_floor,Dining Room,segment,"12'11"" x 10'2""",3.91m x 3.09m,1.0,4.0,2.0,43.0,46.0,48.0,798.0,356.0,12.0819,131.31944444444443,231616.0,193679.0,0.8362073431887261,5.216349474993092e-05,0.0005669705220902,10.1,27.31,109.81,297.03000000000003,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,ground_floor,Sitting Room,not segment,"16'7"" x 12'4""",5.02m x 3.73m,2.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,ground_floor,Kitchen/Dining Room,segment,"18'4"" x 11'0""",5.55m x 3.35m,3.0,2.0,2.0,25.0,1240.0,177.0,1822.0,471.0,18.5925,201.66666666666663,171108.0,151312.0,0.8843069873997709,0.0001086594431587,0.0011785928575324,16.44,56.93,178.34,617.4499999999999,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,ground_floor,Family Room,segment,"13'1"" x 12'11""",3.98m x 3.91m,4.0,3.0,0.0,11.0,907.0,192.0,1226.0,471.0,15.5618,168.99305555555554,89001.0,83232.0,0.9351805035898472,0.0001748497207896,0.0018987770424552,14.55,91.59,158.04,994.72,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,ground_floor,Family Room,segment,,,5.0,0.0,0.0,8.0,969.0,125.0,1163.0,185.0,,,11640.0,10406.5,0.8940292096219932,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,ground_floor,Hallway (AI),segment,,,6.0,1.0,1.0,5.0,812.0,192.0,893.0,303.0,,,8991.0,8528.5,0.948559670781893,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,ground_floor,Corridor (AI),segment,,,7.0,6.0,0.0,14.0,191.0,315.0,894.0,471.0,,,109668.0,67444.0,0.6149834044570887,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,ground_floor,Entrance Hall (AI),segment,,,8.0,1.0,0.0,4.0,670.0,395.0,798.0,471.0,,,9728.0,9274.0,0.9533305921052632,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,ground_floor,stairs,object,,,,,,4.0,488.0,389.0,669.0,470.0,,,14661.0,14350.5,0.9788213627992634,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,second_floor,Bedroom 1,segment,,,1.0,3.0,0.0,17.0,34.0,35.0,560.0,419.0,,,201984.0,131793.5,0.6524947520595691,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,second_floor,Bathroom,not segment,,,2.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,second_floor,Stairs,segment,,,3.0,1.0,1.0,8.0,384.0,276.0,561.0,420.0,,,25488.0,17183.5,0.6741800062774639,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,second_floor,Bathroom (AI),segment,,,4.0,1.0,0.0,4.0,34.0,276.0,262.0,419.0,,,32604.0,31511.0,0.9664765059501902,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,second_floor,stairs,object,,,,,,4.0,385.0,345.0,491.0,419.0,,,7844.0,7702.0,0.9818969913309537,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,first_floor,Bathroom (AI),segment,,,5.0,1.0,3.0,11.0,810.0,193.0,1028.0,378.0,,,40330.0,32056.5,0.794854946689809,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,first_floor,Hallway (AI),segment,,,6.0,4.0,0.0,9.0,476.0,318.0,1231.0,471.0,,,115515.0,62044.0,0.5371077349262,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,first_floor,Staircase (AI),not segment,,,7.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,first_floor,stairs,object,,,,,1.0,4.0,1394.0,,1572.0,59.0,,,10502.0,10502.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,first_floor,stairs,object,,,,,,4.0,1282.0,2.0,1380.0,60.0,,,5684.0,5606.5,0.9863652357494722,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,first_floor,stairs,object,,,,,,4.0,479.0,386.0,820.0,471.0,,,28985.0,27713.5,0.9561324823184406,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:35:56.906149+00:00
18,8,a60ed0fbbe39e42b38723939d15befd903cbe45931ac0d4ea878564c7a1202c2,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-07T11:35:56.906149+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,ground_floor,Reception/Dining Room,segment,"24'9"" x 13'10""",7.54m x 4.22m,1.0,3.0,1.0,10.0,42.0,78.0,479.0,323.0,31.8188,342.375,107065.0,92496.0,0.8639237846168215,0.0002971914257693,0.0031978237519264,27.49,68.97,295.79,742.05,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,ground_floor,Utility,segment,"10'4"" x 5'11""",3.15m x 1.80m,2.0,1.0,1.0,4.0,498.0,80.0,679.0,186.0,5.67,61.13888888888889,19186.0,18863.0,0.983164807672261,0.0002955279891587,0.0031866407218226,5.57,68.58,60.11,739.45,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,ground_floor,Kitchen/Dining Room,segment,"22'3"" x 11'8""",6.79m x 3.55m,3.0,4.0,1.0,8.0,285.0,309.0,679.0,514.0,24.1045,259.5833333333333,80770.0,71743.0,0.888238207255169,0.0002984338244397,0.0032138582807147,21.41,69.26000000000002,230.57,745.74,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,ground_floor,Utility,segment,,,4.0,4.0,0.0,5.0,497.0,204.0,679.0,299.0,,,17290.0,16943.5,0.9799595141700403,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,ground_floor,Unknown (AI),segment,,,5.0,1.0,0.0,4.0,607.0,309.0,679.0,344.0,,,2520.0,2431.5,0.9648809523809524,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,ground_floor,Staircase (AI),segment,,,6.0,3.0,0.0,4.0,42.0,331.0,95.0,451.0,,,6360.0,6189.0,0.9731132075471698,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,ground_floor,Hallway (AI),segment,,,7.0,6.0,0.0,7.0,103.0,332.0,277.0,452.0,,,20880.0,14619.0,0.7001436781609195,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,ground_floor,Storage (AI),segment,,,8.0,1.0,1.0,5.0,59.0,469.0,226.0,513.0,,,7348.0,7059.5,0.9607376156777354,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,ground_floor,WC (AI),segment,,,9.0,1.0,0.0,4.0,236.0,470.0,276.0,513.0,,,1720.0,1700.0,0.9883720930232558,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,ground_floor,stairs,object,,,,1.0,,4.0,162.0,400.0,277.0,452.0,,,5980.0,5783.0,0.967056856187291,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,second_floor,Bonus Room,segment,"12'10"" x 10'2""",3.92m x 3.09m,1.0,3.0,0.0,9.0,51.0,60.0,275.0,240.0,12.1128,130.47222222222223,40320.0,33351.5,0.8271701388888889,0.0003004166666666,0.0032359182098765,10.02,20.43,107.92,220.03,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,second_floor,Bonus Room,segment,"11'6"" x 10'2""",3.51m x 3.10m,2.0,4.0,0.0,15.0,248.0,61.0,479.0,241.0,10.881,116.91666666666666,41580.0,34645.5,0.8332251082251082,0.0002616883116883,0.0028118486451819,9.07,26.87,97.42,288.62,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,second_floor,stairs,object,,,,1.0,,4.0,286.0,136.0,331.0,205.0,,,3105.0,3014.5,0.97085346215781,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,outbuilding,Store,segment,"13'6"" x 19'1""",4.12m x 5.80m,1.0,1.0,2.0,5.0,42.0,42.0,376.0,279.0,23.896,257.625,79158.0,78726.0,0.9945425604487228,0.0003018772581419,0.0032545668157356,23.77,37.29,256.22,401.98,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,outbuilding,Studio,segment,"18'2"" x 9'4""",5.55m x 2.86m,2.0,1.0,1.0,6.0,395.0,43.0,713.0,205.0,15.873,169.55555555555557,51516.0,44787.5,0.8693900923984782,0.0003081178662939,0.0032913183390704,13.8,51.86,147.41,553.93,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,first_floor,Bedroom 2,segment,"13'4"" x 11'3""",4.05m x 3.35m,1.0,3.0,1.0,8.0,42.0,42.0,276.0,236.0,13.5675,150.0,45396.0,40477.0,0.8916424354568685,0.0002988699444885,0.0033042558815754,12.1,51.65000000000001,133.75,571.11,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,first_floor,Bedroom 3,segment,"11'1"" x 7'8""",3.38m x 2.33m,2.0,1.0,1.0,5.0,285.0,42.0,478.0,177.0,7.8754,84.97222222222223,26055.0,25819.5,0.9909614277489924,0.0003022606025714,0.0032612635663873,7.8,52.24,84.2,563.67,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,first_floor,Bedroom 1,segment,"14'10"" x 10'10""",4.52m x 3.31m,3.0,1.0,0.0,4.0,487.0,75.0,678.0,335.0,14.961199999999998,160.69444444444446,49660.0,49530.0,0.9973821989528796,0.0003012726540475,0.0032358929610238,14.92,52.06,160.27,559.2900000000001,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,first_floor,Bedroom 4,segment,"10'4"" x 6'11""",3.16m x 2.11m,4.0,1.0,1.0,4.0,41.0,245.0,223.0,364.0,6.6676,71.47222222222223,21658.0,21359.0,0.9861944777911164,0.0003078585280265,0.0033000379639035,6.58,53.21,70.49,570.3900000000001,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,first_floor,Storage (AI),segment,,,5.0,1.0,0.0,4.0,42.0,42.0,76.0,103.0,,,2074.0,1981.0,0.955159112825458,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,first_floor,Hallway (AI),segment,,,6.0,5.0,1.0,10.0,232.0,187.0,478.0,365.0,,,43788.0,22554.0,0.5150726226363387,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,first_floor,Bathroom (AI),not segment,,,7.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,first_floor,Bathroom (AI),segment,,,8.0,1.0,1.0,5.0,384.0,245.0,478.0,365.0,,,11280.0,11119.5,0.9857712765957448,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,first_floor,stairs,object,,,,,1.0,4.0,232.0,314.0,329.0,366.0,,,5044.0,4947.0,0.9807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:39:01.647137+00:00
19,8,89bfcdaf5abeec6c0cd7e86eae9b2face0f5bc0e4377fa7f6b0d2ac2710eb771,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-07T11:39:01.647137+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,ground_floor,Reception Room,segment,,,1.0,2.0,3.0,10.0,788.0,43.0,1065.0,535.0,,,136284.0,130944.0,0.9608171171964428,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,ground_floor,Workshop,segment,,,2.0,1.0,1.0,6.0,44.0,311.0,236.0,454.0,,,27456.0,26151.0,0.9524694055944056,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,ground_floor,Bedroom 1,segment,,,3.0,8.0,1.0,26.0,258.0,312.0,863.0,846.0,,,323070.0,136005.0,0.4209768780759588,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,ground_floor,Dining Room,segment,,,4.0,1.0,1.0,5.0,544.0,312.0,775.0,591.0,,,64449.0,63040.5,0.9781455104035748,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,ground_floor,Garage,segment,"23'2"" x 8'3""",7.05m x 2.51m,5.0,0.0,2.0,5.0,44.0,465.0,235.0,844.0,17.6955,191.125,72389.0,71519.5,0.9879885065410492,0.0002444501236375,0.0026402492091339,17.48,134.75,188.83,1455.4600000000005,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,ground_floor,Kitchen,segment,"12'4"" x 8'4""",3.75m x 2.55m,6.0,2.0,2.0,5.0,874.0,547.0,1066.0,835.0,9.5625,102.7777777777778,55296.0,54595.5,0.9873318142361112,0.0001729329427083,0.0018586837705761,9.44,95.32,101.48,1024.61,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,ground_floor,Bedroom 3,segment,,,7.0,1.0,1.0,7.0,256.0,603.0,462.0,844.0,,,49646.0,46163.0,0.9298432904967168,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,ground_floor,Bathroom (AI),segment,,,8.0,1.0,0.0,4.0,459.0,746.0,508.0,798.0,,,2548.0,2424.0,0.9513343799058084,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,ground_floor,Kitchen (AI),segment,,,9.0,1.0,2.0,8.0,737.0,758.0,863.0,881.0,,,15498.0,12645.0,0.8159117305458768,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,ground_floor,Bathroom (AI),segment,,,10.0,1.0,1.0,6.0,459.0,809.0,575.0,881.0,,,8352.0,7769.5,0.93025622605364,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,ground_floor,stairs,object,,,,,,4.0,545.0,602.0,708.0,666.0,,,10432.0,10350.5,0.9921875,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,first_floor,Bedroom 4,segment,"9'11"" x 7'8""",3.03m x 2.33m,1.0,3.0,1.0,9.0,44.0,43.0,282.0,221.0,7.0599,76.02777777777777,42364.0,37503.0,0.8852563497309036,0.0001666485695401,0.001794631710362,6.25,21.26,67.3,229.06000000000003,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,first_floor,Bedroom 2,segment,"13'6"" x 9'2""",4.11m x 2.75m,2.0,2.0,1.0,11.0,295.0,43.0,562.0,357.0,11.3025,123.75,83838.0,57455.5,0.6853157279515255,0.0001348135690259,0.0014760609747369,7.75,17.22,84.81,188.4,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,first_floor,Storage (AI),segment,,,3.0,1.0,0.0,5.0,286.0,142.0,340.0,195.0,,,2862.0,2711.5,0.9474143955276032,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,first_floor,Bathroom (AI),segment,,,4.0,1.0,0.0,5.0,116.0,208.0,206.0,357.0,,,13410.0,12982.5,0.9681208053691276,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,first_floor,Landing (AI),segment,,,5.0,3.0,0.0,8.0,215.0,208.0,341.0,357.0,,,18774.0,14235.5,0.7582560988601257,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,first_floor,Closet (AI),segment,,,6.0,1.0,0.0,4.0,44.0,226.0,103.0,276.0,,,2950.0,2749.0,0.931864406779661,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,first_floor,stairs,object,,,,,,4.0,285.0,291.0,506.0,358.0,,,14807.0,14807.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T11:57:46.148625+00:00
22,8,f1b02f31959eacc382f294b6e948a2c902c71d25c2942a0b1ac2b5d9e60d8e95,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-07T11:57:46.148625+00:00
24,8,3954d2bab15806a3ff08ae58a29a79f7b3fcef8cba0a20fa3cb77270c344a382,ground_floor,Kitchen/Dining Room,segment,"8'10"" x 20'7""",2.70m x 6.27m,1.0,3.0,5.0,20.0,344.0,87.0,885.0,734.0,16.929,181.81944444444449,350027.0,279689.5,0.7990512160490476,4.836484042659566e-05,0.0005194440555855,13.53,23.57,145.28,253.13000000000005,2025-04-07T12:08:58.031274+00:00
24,8,3954d2bab15806a3ff08ae58a29a79f7b3fcef8cba0a20fa3cb77270c344a382,ground_floor,Living Room,not segment,"12'4"" x 17'5""",3.75m x 5.30m,2.0,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-07T12:08:58.031274+00:00
24,8,3954d2bab15806a3ff08ae58a29a79f7b3fcef8cba0a20fa3cb77270c344a382,ground_floor,Utility,segment,"8'1"" x 11'2""",2.45m x 3.40m,3.0,4.0,1.0,7.0,42.0,110.0,334.0,320.0,8.33,90.26388888888889,61320.0,52131.5,0.8501549249836922,0.0001358447488584,0.0014720138435891,7.08,66.2,76.74,717.34,2025-04-07T12:08:58.031274+00:00
24,8,3954d2bab15806a3ff08ae58a29a79f7b3fcef8cba0a20fa3cb77270c344a382,ground_floor,Garage,segment,"15'7"" x 11'2""",4.75m x 3.40m,4.0,1.0,0.0,9.0,41.0,330.0,334.0,757.0,16.15,174.01388888888889,125111.0,122471.5,0.9789027343718778,0.0001290853721894,0.0013908760132113,15.81,62.9,170.34,677.8,2025-04-07T12:08:58.031274+00:00
